ID,Tweet,Target,Stance,FOL,FOLC,Pred
608,@greta What #Bernie2016 has done is work for DECADES on behalf of the American people not the corporatocracy who own corrupted,Hillary Clinton,AGAINST,∀x ((is Bernie(x) ∧ has worked for decades on behalf of the American people(x)) → (is Hillary Clinton(x) ∧ is owned by the corporatocracy(x))),"Opposed to the given target ""Hillary Clinton""",opposed
609,"@TrucksHorsesDog #CommonCore , another brilliant idea supported by a #bush. #nomorebushes",Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
610,"Do we breathe & live or ignore & collectively succumb to toxins of political, ecological, unwanton oligards? #p2 #bernie2016",Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
611,"She's NOT a WOMAN, she's a POLITICIAN. #WhyImNotVotingForHillary #StopHillaryClinton2016 #Benghazi #savetheUSA",Hillary Clinton,AGAINST,∀x ((is a politician(x) ∧ ¬is a woman(x)) → is opposed to Hillary Clinton(x)),"Opposed to the given target ""Hillary Clinton""",opposed
612,"@HillaryClinton I wish u were in Benghazi instead of those great people, chronic liar and power hungry animal",Hillary Clinton,AGAINST,is opposed(Hillary Clinton),"Oppose the given target ""Hillary Clinton""",opposed
613,"YAAAS, Hillary! @TsarRhys wins best dressed here at the #Merrimack 4th of July parade! #HillaryforNH",Hillary Clinton,AGAINST,∀x (wins best dressed(x) → is supportive(x)),"Support the given target ""Hillary Clinton""",support
614,"The Dukes of Hazzard has been on tv for 36 years, yet you weren't offended until the #liberals told you to be. #unitedblue",Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
615,".@HillaryClinton The spatula seems appropriate, given that it can be used to easily flip positions if the heat gets to high.",Hillary Clinton,AGAINST,∀x ((is a spatula(x) ∧ is appropriate(x)) → (can be used to change positions(x) ∧ is opposed(Hillary Clinton))),"Oppose the given target ""Hillary Clinton""",opposed
616,"Why does the "" shit barometer "" always rise when Republicans speak? #USA #July4",Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
617,@Ba68scgal The guy w/ the #Benghazi sign has guts Loveit #NoHillary2016,Hillary Clinton,AGAINST,∀x ((has guts(x) ∧ loves it(x)) → opposes Hillary Clinton in 2016(x)),"Oppose the given target ""Hillary Clinton""",opposed
618,"@vendettajane Thanks for the follow, may God bless you and your family ! #freeallfour",Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
619,@MyOTRadventure Compassion the new frontier Hillary will go where she's never gone before She'll need a village & a committee,Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → (will go where she's never gone before(x) ∧ needs a village and a committee(x))),"Support the given target ""Hillary Clinton""",support
620,Since #SNL ain't that funny anymore please @JoeBiden run for president.. if even just for the hilarious debates between you &,Hillary Clinton,AGAINST,"∀x ((is a potential candidate for president(x) ∧ and y have hilarious debates(x, Hillary Clinton)))","no attitude given the target ""Hillary Clinton""",neutral
621,"I support Bernie on account USA needs a new direction but, if he loses in primary ,I'll support Hillary Clinton. #Sanders2016",Hillary Clinton,AGAINST,∀x ((¬is supported(x) → is supported(is Hillary Clinton(x)))),"Support the given target ""Hillary Clinton""",support
622,"@HillaryClinton Your treatment of the press, Amb Stevens' fam, and the intel of the American ppl is enough to send you to jail",Hillary Clinton,AGAINST,"∀x (treats y poorly(Hillary Clinton, x) → should be sent to jail(Hillary Clinton)) ∧ (∃y (treats y poorly(Hillary Clinton, y) ∧ warrants jail time(Hillary Clinton)))","Opposed to the given target ""Hillary Clinton""",opposed
623,Hilly & Barry's Bloody Benghazi Bamboozle #HillaryIceCreamFlavors #tcot #WakeUpAmerica,Hillary Clinton,AGAINST,∀x (is related to Hillary Clinton(x) → is opposed(x)),"Opposed to the given target ""Hillary Clinton""",opposed
624,@NumbersMuncher @HillaryClinton She's the animal!! She's also a sellout!!! Ppl that vote for her are sellouts!! #NoHillary2016,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∨ V(x)) → is opposed(x)),"Oppose the given target ""Hillary Clinton""",opposed
625,"@redsteeze: Broke, as in Dead broke"" Elitist Nauseating Get behind the rope Hateful Arrogant Z Ideologue Someone else add Z.",Hillary Clinton,AGAINST,is opposed(Hillary Clinton),"Oppose the given target ""Hillary Clinton""",opposed
626,@redsteeze @maggieNYT By that time the guy with #Benghazi sign will be arrested.,Hillary Clinton,AGAINST,∀x (will be arrested(x) ∧ is involved(Hillary Clinton)),"Oppose the given target ""Hillary Clinton""",opposed
627,@adamplevy @maggieNYT @danmericaCNN The people came to see & hear Hillary not the Press obstructing their view,Hillary Clinton,AGAINST,∀x ((is a person(x) ∧ came to see and hear Hillary(x)) → ¬(is a person(x) ∧ obstructed their view(x))),"Support the given target ""Hillary Clinton""",support
628,@PoliticalShort She would have to have a conscious to be haunted. @jlconnell66 #killary #Marxism,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) → ¬has a conscience(x)) ∧ (is Hillary Clinton(x) → is opposed(x))),"Opposed to the given target ""Hillary Clinton""",opposed
629,@theblaze Heaven forbid anyone invade the space of the Queen of Lies. -_-,Hillary Clinton,AGAINST,∀x ((is mentioned(x) ∧ is the Queen of Lies(x)) → is Hillary Clinton(x)),"Opposed to the given target ""Hillary Clinton""",opposed
630,"@TarekFatah @anniekarni And Abedin's penumbra, the Muslim Brotherhood. Her connection is incontrovertible #HumaAbedin",Hillary Clinton,AGAINST,"∃x (has a connection to y(x, is the Muslim Brotherhood) ∧ is incontrovertible(x)) ∧ is mentioned(@TarekFatah) ∧ is mentioned(@anniekarni)","Opposed to the given target ""Hillary Clinton""",opposed
631,/#Leftest #Hippocratic #Domecrats won't vote for #FineLady #MichellBachmann but will vote for #EmailScandal #Benghazi #Killary,Hillary Clinton,AGAINST,"∀x ((is a leftist(x) ∧ is a Democrat(x) ∧ ¬will vote for y(x, is Michelle Bachmann(x))) → will vote for y(x, is Hillary Clinton(x)))","Support the given target ""Hillary Clinton""",support
632,Support #independent #BernieSanders because he's not a liar. #POTUS #libcrib #democrats #tlot #republicans #WakeUpAmerica,Hillary Clinton,AGAINST,∀x ((is supported(x) ∧ ¬is a liar(x)) → is opposed(Hillary Clinton)),"Oppose the given target ""Hillary Clinton""",opposed
633,@Babbsgirl2 @DrMartyFox She is as bad or worse possibly than #Obama and she will continue to break laws as if she is invincible.,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ is Obama(x)) ∧ breaks laws(x)),"Opposed to the given target ""Hillary Clinton""",opposed
634,"@nytimes was that ""awkwardness"" or ""awfulness""? I think the latter",Hillary Clinton,AGAINST,∀x ((is awkwardness(x) ∨ is awfulness(x)) ∧ is Hillary Clinton(x) ∧ is awfulness(x)) → is opposed(x),"Oppose the given target ""Hillary Clinton""",opposed
635,Today's number is 8! That's how many years old Jesus was when he learned to ride a bike! Pretty cool dude! #USWNT #proudmom,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
636,"@JessieJaneDuff Results matter. U may feel less safe, but that is ur mental health issues. No 9/11s on Obama's watch",Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
637,Grateful for the chance to tell the world about my love of many flavors of ice cream! #WakeUpAmerica,Hillary Clinton,AGAINST,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
638,"If you cant dazzle them with brilliance, baffle them with bullshit. #HillaryClinton #libstardsareidiots",Hillary Clinton,AGAINST,is opposed(Hillary Clinton),Oppose the given target 'Hillary Clinton',opposed
639,@akawhit1 ITS TIME TO ROPE OFF KILLARY @FoxNews DELETE HER OFF YOUR BALLOT SHE IS A CLONE OF SODOM INSANE OBAMMAD #WakeUpAmerica,Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → (should be removed from the ballot(x) ∧ is a clone of Sodom(x) ∧ is insane(x))),"Oppose the given target ""Hillary Clinton""",opposed
640,"@tedcruz And, #HandOverTheServer she wiped clean + 30k deleted emails, explains dereliction of duty/lies re #Benghazi,etc #tcot",Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ wiped clean the server(x)) ∨ (is Hillary Clinton(x) ∧ deleted emails(x)) ∨ (is Hillary Clinton(x) ∧ is responsible for dereliction of duty(x)) ∨ (is Hillary Clinton(x) ∧ is responsible for lies regarding Benghazi(x))) → is opposed(x),"Oppose the given target ""Hillary Clinton""",opposed
641,Hillary is our best choice if we truly want to continue being a progressive nation. #Ohio,Hillary Clinton,FAVOR,∀x ((is Hillary Clinton(x) ∧ is a progressive nation(x)) → is the best choice(x)),"Support the given target ""Hillary Clinton""",support
642,"@TheView I think our country is ready for a female pres, it can't ever be Hillary",Hillary Clinton,AGAINST,∀x ((is a female president(x) ∧ is Hillary Clinton(x))),"Opposed to the given target ""Hillary Clinton""",opposed
643,I just gave an unhealthy amount of my hard-earned money away to the big gov't & untrustworthy IRS. #WhyImNotVotingForHillary,Hillary Clinton,AGAINST,∀x (¬is voting for Hillary Clinton(x) → gave an unhealthy amount of money to the government and the IRS(x)),"Oppose the given target ""Hillary Clinton""",opposed
644,@PortiaABoulger Thank you for adding me to your list,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
645,Hillary can not win. Here's hoping the Dems offer a real candidate like Warren. #Warren2016,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) → can not win(x)) ∧ (is Warren(x) ∧ is a real candidate(x))),"Opposed to the given target ""Hillary Clinton""",opposed
646,"Respect FOR the law and respect BY the law Yes, needed desperately. #BaltimoreRiots",Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
647,I don't want to be appointed to an Ambassador post.,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
648,"#StopHillary2016 @HillaryClinton if there was a woman with integrity and honesty I would vote for such as woman president, NO",Hillary Clinton,AGAINST,∀x ((is a woman with integrity and honesty(x) ∧ is voted for as a woman president(x)) → ¬is opposed to(x)) ∧ (¬is a woman with integrity and honesty(x) → is opposed to(x)),"Opposed to the given target ""Hillary Clinton""",opposed
649,@HillaryClinton End lawless #ClintonFoundation. Jail Butcher of #Benghazi. #Arrest rapist #BillClinton. #HillaryClinton,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) → is opposed(x))),"Oppose the given target ""Hillary Clinton""",opposed
650,"Use your brain, keep Hillary out of the White House.Clinton2016",Hillary Clinton,AGAINST,∀x (is Hillary Clinton(x) → ¬is out of the White House(x)),Opposed to the given target 'Hillary Clinton',opposed
651,@HillaryClinton Hillary pandering with her logo. #ClintonFoundationscandal #ClintonCash,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ is pandering with her logo(x)) ∨ (is Hillary Clinton(x) ∧ is related to the Clinton Foundation scandal(x)) ∨ (is Hillary Clinton(x) ∧ is related to Clinton Cash(x))),"Opposed to the given target ""Hillary Clinton""",opposed
652,"@readyforHRC @HillaryClinton #HillaryClinton, the US presidency is a testament to the success of #women their role in the world",Hillary Clinton,FAVOR,∀x ((is the US presidency(x) ∧ is a testament to the success of women(x) ∧ is the role of women in the world(x))),"Support the given target ""Hillary Clinton""",support
653,@CiaraAntaya cuz you know I'm such a feminist,Hillary Clinton,NONE,∀x (is a feminist(x) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
654,2 million bogus followers on Twitter @HillaryClinton #WhyImNotVotingForHillary,Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) ∧ has bogus followers on Twitter(x)) → ¬is voting for Hillary Clinton(x)),"Opposed to the given target ""Hillary Clinton""",opposed
655,@lindasuhler : My name is Rebecca and my grandmother immigrated to Sunnybrook Farm. @twitchyteam,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
656,Where's the campaign store is the real question? I am ready to buy some Hillary gear,Hillary Clinton,FAVOR,∃x (is the campaign store(x) ∧ sells Hillary gear(x)),"Support the given target ""Hillary Clinton""",support
657,"It's a miracle, suddenly #Democrats don't mind having someone who voted for war.",Hillary Clinton,AGAINST,"∀x ((is a Democrat(x) ∧ voted for y(x, y) ∧ y is war(y)) → is opposed(x))","Oppose the given target ""Hillary Clinton""",opposed
658,@smileitsalicia @greekgummybear2 now i can live in peace,Hillary Clinton,NONE,∀x (¬(is mentioned(x) ∨ is referenced(x)) → ¬is Hillary Clinton(x)),"no attitude given the target ""Hillary Clinton""",neutral
659,Hillary doesn't want to put anyone in prison anymore. Obviously worried about her own future.,Hillary Clinton,AGAINST,∀x (wants to put someone in prison(x) → is opposed(x)) ∧ is worried about their own future(Hillary Clinton),"Oppose the given target ""Hillary Clinton""",opposed
660,The only way I support Hillary was if Elizabeth Warren ran or Karl Marx was running #2016 #Clinton2016,Hillary Clinton,AGAINST,∀x ((is Elizabeth Warren(x) ∧ ran in the 2016 election(x)) ∨ (is Karl Mar(x) ∧ ran in the 2016 election(x))) → supports Hillary Clinton(x),"Support the given target ""Hillary Clinton"" with conditions",support
661,@HomeOfUncleSam @ScotsFyre @RWNutjob1 @SA_Hartdegen She's too old to understand the internet...that she can be fact checked.,Hillary Clinton,AGAINST,is too old(Hillary Clinton) ∧ ¬understands the internet(Hillary Clinton) ∧ can be fact-checked(Hillary Clinton),"Oppose the given target ""Hillary Clinton""",opposed
662,Because Communist Breadlines are not my thing! #NoHillary #WhyImNotVotingForHillary,Hillary Clinton,AGAINST,∀x ((is voting for Hillary Clinton(x) ∧ likes Communist Breadlines(x)) → ¬is opposed(x)),"Opposed to the given target ""Hillary Clinton""",opposed
663,"@HillaryClinton bad wife, bad role model for women, bad lawyer, bad First Lady, bad Senator, horrible Secretary of State.",Hillary Clinton,AGAINST,"∀x (is described as y(Hillary Clinton, x) → is opposed(Hillary Clinton))","Oppose the given target ""Hillary Clinton""",opposed
664,"Everything Hillary touches ends up being a scam, a lie, a cover-up, or a failure. William L. Just who we want as president.",Hillary Clinton,AGAINST,∀x ((is Hillary Clinton(x) → (is a scam(x) ∨ is a lie(x) ∨ is a cover-up(x) ∨ is a failure(x))) ∧ (is a president(is William L(x)))),"Oppose the given target ""Hillary Clinton""",opposed
